Date(UTC),UnixTimeStamp,Value
8/2/17,1501632000,2.36995E+20
8/3/17,1501718400,2.36503E+20
8/4/17,1501804800,2.20028E+20
8/5/17,1501891200,2.36077E+20
8/6/17,1501977600,2.44978E+20
8/7/17,1502064000,3.23349E+20
8/8/17,1502150400,3.39084E+20
8/9/17,1502236800,2.68527E+20
8/10/17,1502323200,3.13148E+20
8/11/17,1502409600,3.54162E+20
8/12/17,1502496000,3.44986E+20
8/13/17,1502582400,3.04641E+20
8/14/17,1502668800,3.45516E+20
8/15/17,1502755200,3.83745E+20
8/16/17,1502841600,1.16846E+21
8/17/17,1502928000,6.90547E+20
8/18/17,1503014400,1.0187E+21
8/19/17,1503100800,4.71918E+20
8/20/17,1503187200,2.93148E+20
8/21/17,1503273600,3.29869E+20
8/22/17,1503360000,3.2535E+20
8/23/17,1503446400,3.15881E+20
8/24/17,1503532800,3.2286E+20
8/25/17,1503619200,3.10137E+20
8/26/17,1503705600,2.97917E+20
8/27/17,1503792000,2.75335E+20
8/28/17,1503878400,3.23121E+20
8/29/17,1503964800,5.16171E+20
8/30/17,1504051200,4.3338E+20
8/31/17,1504137600,7.37553E+20
9/1/17,1504224000,5.15416E+20
9/2/17,1504310400,6.13662E+20
9/3/17,1504396800,2.96685E+20
9/4/17,1504483200,4.87767E+20
9/5/17,1504569600,6.15809E+20
9/6/17,1504656000,7.70277E+20
9/7/17,1504742400,7.3424E+20
9/8/17,1504828800,7.58749E+20
9/9/17,1504915200,4.41035E+20
9/10/17,1505001600,4.13298E+20
9/11/17,1505088000,3.93333E+20
9/12/17,1505174400,5.19977E+20
9/13/17,1505260800,4.63059E+20
9/14/17,1505347200,4.08768E+20
9/15/17,1505433600,6.36972E+20
9/16/17,1505520000,6.6086E+20
9/17/17,1505606400,3.71183E+20
9/18/17,1505692800,4.03163E+20
9/19/17,1505779200,3.85073E+20
9/20/17,1505865600,6.56835E+20
9/21/17,1505952000,3.25903E+20
9/22/17,1506038400,3.06113E+20
9/23/17,1506124800,3.15524E+20
9/24/17,1506211200,4.4009E+20
9/25/17,1506297600,3.83148E+20
9/26/17,1506384000,3.85775E+20
9/27/17,1506470400,4.2271E+20
9/28/17,1506556800,3.7016E+20
9/29/17,1506643200,3.30886E+20
9/30/17,1506729600,3.71957E+20
10/1/17,1506816000,3.58613E+20
10/2/17,1506902400,3.56931E+20
10/3/17,1506988800,3.81246E+20
10/4/17,1507075200,3.85387E+20
10/5/17,1507161600,4.18983E+20
10/6/17,1507248000,4.37255E+20
10/7/17,1507334400,3.16276E+20
10/8/17,1507420800,3.57348E+20
10/9/17,1507507200,3.79845E+20
10/10/17,1507593600,4.17793E+20
10/11/17,1507680000,9.38415E+20
10/12/17,1507766400,4.21957E+20
10/13/17,1507852800,4.74904E+20
10/14/17,1507939200,3.9805E+20
10/15/17,1508025600,3.86389E+20
10/16/17,1508112000,3.37116E+20
10/17/17,1508198400,3.22847E+20
10/18/17,1508284800,2.99371E+20
10/19/17,1508371200,2.8393E+20
10/20/17,1508457600,4.91672E+20
10/21/17,1508544000,2.30098E+20
10/22/17,1508630400,1.96135E+20
10/23/17,1508716800,2.69726E+20
10/24/17,1508803200,3.57095E+20
10/25/17,1508889600,2.90666E+20
10/26/17,1508976000,2.75041E+20
10/27/17,1509062400,2.97456E+20
10/28/17,1509148800,2.41168E+20
10/29/17,1509235200,2.42547E+20
10/30/17,1509321600,2.9561E+20
10/31/17,1509408000,3.30604E+20
11/1/17,1509494400,3.70466E+20
11/2/17,1509580800,3.73865E+20
11/3/17,1509667200,2.78696E+20
11/4/17,1509753600,2.12078E+20
11/5/17,1509840000,1.99749E+20
11/6/17,1509926400,2.68798E+20
11/7/17,1510012800,3.15044E+20
11/8/17,1510099200,3.79929E+20
11/9/17,1510185600,3.24914E+20
11/10/17,1510272000,2.91689E+20
11/11/17,1510358400,2.32954E+20
11/12/17,1510444800,2.978E+20
11/13/17,1510531200,3.09385E+20
11/14/17,1510617600,3.3598E+20
11/15/17,1510704000,4.12663E+20
11/16/17,1510790400,3.53507E+20
11/17/17,1510876800,3.73487E+20
11/18/17,1510963200,2.5561E+20
11/19/17,1511049600,2.82287E+20
11/20/17,1511136000,3.71508E+20
11/21/17,1511222400,3.63886E+20
11/22/17,1511308800,3.65489E+20
11/23/17,1511395200,3.63135E+20
11/24/17,1511481600,3.12003E+20
11/25/17,1511568000,2.89455E+20
11/26/17,1511654400,3.55109E+20
11/27/17,1511740800,3.69147E+20
11/28/17,1511827200,4.23204E+20
11/29/17,1511913600,4.44283E+20
11/30/17,1512000000,4.23153E+20
12/1/17,1512086400,4.16073E+20
12/2/17,1512172800,3.44505E+20
12/3/17,1512259200,4.07152E+20
12/4/17,1512345600,8.04106E+20
12/5/17,1512432000,1.18324E+21
12/6/17,1512518400,1.54065E+21
12/7/17,1512604800,2.23929E+21
12/11/17,1512950400,1.53182E+21
12/12/17,1513036800,1.55906E+21
12/13/17,1513123200,1.44529E+21
12/14/17,1513209600,1.71411E+21
12/15/17,1513296000,1.45514E+21
12/16/17,1513382400,1.46825E+21
12/17/17,1513468800,1.17263E+21
12/18/17,1513555200,1.16193E+21
12/19/17,1513641600,1.48748E+21
12/20/17,1513728000,1.73149E+21
12/21/17,1513814400,1.76021E+21
12/22/17,1513900800,1.64015E+21
12/23/17,1513987200,1.20706E+21
12/24/17,1514073600,1.02411E+21
12/25/17,1514160000,7.56768E+20
12/26/17,1514246400,7.43063E+20
12/27/17,1514332800,8.26182E+20
12/28/17,1514419200,8.32963E+20
12/29/17,1514505600,1.00744E+21
12/30/17,1514592000,9.72745E+20
12/31/17,1514678400,8.71222E+20
1/1/18,1514764800,7.68441E+20
1/2/18,1514851200,1.05303E+21
1/3/18,1514937600,1.24029E+21
1/4/18,1515024000,1.48365E+21
1/5/18,1515110400,3.18086E+21
1/6/18,1515196800,3.64186E+21
1/7/18,1515283200,2.91038E+21
1/8/18,1515369600,2.9443E+21
1/9/18,1515456000,3.09163E+21
1/10/18,1515542400,3.69665E+21
1/11/18,1515628800,3.13248E+21
1/12/18,1515715200,2.32471E+21
1/13/18,1515801600,2.41166E+21
1/14/18,1515888000,2.23684E+21
1/15/18,1515974400,2.22703E+21
1/16/18,1516060800,2.22981E+21
1/17/18,1516147200,2.06923E+21
1/18/18,1516233600,2.15307E+21
1/19/18,1516320000,1.86633E+21
1/20/18,1516406400,1.77683E+21
1/21/18,1516492800,1.32396E+21
1/22/18,1516579200,1.19676E+21
1/23/18,1516665600,1.4391E+21
1/24/18,1516752000,1.29259E+21
1/25/18,1516838400,1.05846E+21
1/26/18,1516924800,9.58759E+20
1/27/18,1517011200,8.16464E+20
1/28/18,1517097600,8.87823E+20
1/29/18,1517184000,1.27509E+21
1/30/18,1517270400,1.06258E+21
1/31/18,1517356800,1.06865E+21
2/1/18,1517443200,1.55075E+21
2/2/18,1517529600,1.20245E+21
2/3/18,1517616000,8.87378E+20
2/4/18,1517702400,8.44771E+20
2/5/18,1517788800,8.7321E+20
2/6/18,1517875200,9.25672E+20
2/7/18,1517961600,8.50592E+20
2/8/18,1518048000,6.54748E+20
2/9/18,1518134400,7.02094E+20
2/10/18,1518220800,7.61996E+20
2/11/18,1518307200,6.46193E+20
2/12/18,1518393600,6.42815E+20
2/13/18,1518480000,6.3147E+20
2/14/18,1518566400,6.42037E+20
2/15/18,1518652800,6.34597E+20
2/16/18,1518739200,6.01582E+20
2/17/18,1518825600,6.78769E+20
