,USDT_BTC,USDT_BTC,USDT_BTC,USDT_XRP,USDT_XRP,USDT_XRP,USDT_BCH,USDT_BCH,USDT_BCH,USDT_ETH,USDT_ETH,USDT_ETH,USDT_LTC,USDT_LTC,USDT_LTC,USDT_ETC,USDT_ETC,USDT_ETC,USDT_STR,USDT_STR,USDT_STR,USDT_XMR,USDT_XMR,USDT_XMR,USDT_ZEC,USDT_ZEC,USDT_ZEC,USDT_DASH,USDT_DASH,USDT_DASH,USDT_NXT,USDT_NXT,USDT_NXT,USDT_REP,USDT_REP,USDT_REP
,quoteVolume,volume,price,quoteVolume,volume,price,quoteVolume,volume,price,quoteVolume,volume,price,quoteVolume,volume,price,quoteVolume,volume,price,quoteVolume,volume,price,quoteVolume,volume,price,quoteVolume,volume,price,quoteVolume,volume,price,quoteVolume,volume,price,quoteVolume,volume,price
2017-12-01 02:00:00,184.61696208,1777467.6074969,9627.86727433,990530.9345059,227180.74626393,0.2293525,86.9653345,110775.63276004,1273.79068219,545.68925411,230841.68591312,423.02772901,5319.65588886,449314.88102739,84.46314769,3112.66735011,76257.84883129,24.49919642,3994997.496393,307997.68288403,0.07709583,85.23803295,14209.22573705,166.70053549,49.41363167,14339.44956248,290.19218134,187.52135175,141673.92983158,755.50825817,97674.81281704,16659.64517985,0.17056234,59.53990839,1502.34425536,25.23255906
2017-12-01 02:30:00,158.12564118,1526315.5588619,9652.54937448,460359.16583838,106677.748299,0.23172721000000002,198.67068804,254140.72329582,1279.20593522,217.17001759,92445.66508586,425.68337062,2277.70436543,192558.39740064,84.54055773,1766.15387296,43415.9660565,24.58221037,1002362.3430537,77685.45235602,0.07750236,512.12473788,85018.7073249,166.01171752,42.81452727,12456.29870117,290.93626615,151.57335425,116097.32122767,765.94809029,131171.47810215,22397.63812249,0.17075082,56.63675933,1440.68388519,25.43725845
2017-12-01 03:00:00,79.97137934,774192.09186715,9680.8645575,94849.20519096,21979.72111674,0.23173331,50.11795212,63717.42575649,1271.34934811,427.99067683,182748.62387647,426.99206728,1413.09711602,118842.55273029,84.10076801,775.737357,19256.51276392,24.82349546,3584893.9283223,274092.90738089,0.07645774,47.88765084,8089.43263833,168.9252343,85.90645773,25002.38856301,291.04201504,61.60755492,47407.97574796,769.51561881,74034.22785948,12741.66646015,0.17210507,3.9433186300000003,100.29320255,25.43370494
2017-12-01 03:30:00,99.89711295,967501.40492255,9684.97863803,919137.18096534,212938.9633962,0.23167266,70.73149827,90277.11220161,1276.33535849,389.23514638,166071.65923202,426.6615201,2718.51338343,229217.02674968,84.31704921,4827.58425248,120461.57652863,24.95276524,1636068.9293855,121243.00297322,0.07410629,89.18059823,14986.28060823,168.04418119,54.82483592,15964.18968925,291.18536191,18.527919,14255.32678968,769.39708068,7492.48021664,1275.32042513,0.17021338,2.1701231500000002,54.57662497,25.14909118
2017-12-01 04:00:00,130.02554898,1268009.9730078,9752.00630149,333463.57690594,77095.72577583,0.23119684000000001,280.64016144,366070.06226731,1304.410817,412.80131901,177187.23758115,429.23127766,1066.80146681,89928.66683253,84.29747205,6997.06039643,176828.3613586,25.2718072,3022686.4762153,223872.34818529,0.07406403,74.73648447,12791.24533045,171.15128469,95.64126033,28072.62216915,293.51999411,90.24247855,69852.6653716,774.05526193,53595.66605095,9258.582993,0.17274872,153.79013886,3862.77335268,25.11717188
2017-12-01 04:30:00,98.81710009,970195.54215975,9818.09364245,77693.10199235,18156.99426879,0.23370149,418.55803902,543337.3849261,1298.11718871,566.69293778,244089.35487813,430.72595157,772.0091832,65574.56714191,84.94013875,5997.33000477,152524.90016289,25.43213397,1282035.2471222,94132.22859968,0.07342405,22.81478763,3953.34239404,173.27982439,56.6937786,16751.81545027,295.47890198,104.85145961,81320.00114816,775.5733821,54204.87317546,9286.09736156,0.1713148,49.29914,1262.89889931,25.6170574
2017-12-01 05:00:00,70.55145106,687508.25517942,9744.778383,1109226.9873495,255448.58823117,0.23029424,303.90982576,391299.39988608,1287.5509994,476.26833763,204063.87635693,428.4640826,3281.54847949,275793.89175681,84.04382671,1656.04958886,41993.30121365,25.35751434,1065468.7235766,78897.16734907,0.07404925,23.78012426,4085.38021299,171.79810199,134.88970509,39910.65793507,295.8762339,15.55222474,11848.48209514,761.85126521,121507.26738292,21097.75985424,0.17363372,4.25727001,108.88959141,25.57732799
2017-12-01 05:30:00,138.86877106,1329828.4110717,9576.15164965,121665.05827713,27890.74943303,0.22924206,247.02164143,313095.95191709,1267.48389373,489.4242905,206969.15056711,422.88287398,1943.58810752,159460.26689424,82.0442697,2830.01083286,70258.01728134,24.82605948,1687380.7520488,120328.46384123,0.07131079,260.96073352,44097.15674879,168.98004597,178.55584454,52023.27993103,291.3557944,75.79162845,56884.92415442,750.54363282,65449.05399042,11158.23560849,0.17048734000000001,6.90083031,173.32760338,25.11692007
2017-12-01 06:00:00,66.87244416,641946.79202313,9599.57124472,286017.73935323,65437.91333268,0.22878969999999998,110.7428876,140391.64539375,1267.72606743,226.59783838,95962.88790068,423.49427773,632.29689613,52902.32032862,83.66689865,1976.73159014,49582.45591632,25.08304929,1191311.9711722,86288.1984952,0.07243123,493.31311586,83351.44571311,168.96255751,13.57491348,3974.36655513,292.77288293,83.89346482,63108.55260303,752.24634884,95351.18550759,16458.44245684,0.17260868000000001,0.94068014,23.72068211,25.21652271
2017-12-01 06:30:00,165.59005501,1575680.4219229,9515.54984281,263208.49359164,60219.4606855,0.22878995,253.72576814,320609.80453852,1263.60758266,903.82350765,379073.24261135,419.4106918,1496.80528281,124881.16529879,83.43180421,3220.51012262,80242.67741867,24.91613886,1318231.6468824,94143.99816625,0.07141688,460.99814668,77805.12081124,168.77534404,104.7041589,30472.22603053,291.03166818,387.0991022,284687.51675793,735.43832868,193437.50877337,33729.11523358,0.17436698,165.48143893,4087.53496417,24.70086669
2017-12-01 07:00:00,233.67343024,2198414.8538868,9408.065143,355776.24570654,80250.09767933,0.22556339,492.71166435,616434.84339696,1251.10665729,591.82856941,246687.32529068,416.82226584,677.40738303,55149.3528497,81.41238821,4591.02456582,111245.49946896,24.23108347,1535730.0990436,109353.89819124,0.07120645,291.72679519,48632.97468416,166.70725996,73.82908179,21401.82523803,289.88339986,59.34892637,43488.79689679,732.76467758,140103.53024577,24017.85645557,0.17142934,33.27837614,818.74158003,24.60281044
2017-12-01 07:30:00,122.83337365,1171481.7158892,9537.16144951,128731.79937241,29234.85514787,0.22709893,105.48312408,132480.22536196,1255.93763473,254.40285068,106562.69269463,418.87381532,1024.95984839,83978.29587504,81.93325427,2500.44663066,61024.19806156,24.40531915,1760555.2525395,126617.57757776,0.07191911000000001,101.22080715,17113.97238385,169.07563638,15.13792069,4412.219052,291.46797254,39.22431354,29280.08419581,746.47792538,617931.99250855,110941.46759825,0.17953669,6.78239485,168.30223427,24.81457331
2017-12-01 08:00:00,100.54951388,968443.4756347,9631.50828148,61733.16307244,14172.72100608,0.22958034,72.68454923,91911.63619502,1264.52784214,288.1800191,122051.46851241,423.52508995,470.47754423,38991.57194872,82.87658449,2235.38348043,55701.64479833,24.9181607,602710.76473777,43711.79983753,0.07252533,875.4446494,150343.49763285,171.73387002,28.77020108,8423.68324872,292.79194904,50.02232671,37601.12030751,751.6867523,533165.95887336,97749.69647555,0.18333821,21.30522959,535.86019059,25.15158019
2017-12-01 08:30:00,162.82341955,1587694.1342035,9751.01824167,56530.67029586,13096.26340356,0.23166651,84.79486953,108318.63669764,1277.41969883,608.99348844,258826.21355663,425.00653696,1629.31226494,136925.68193357,84.03894384,4223.7836404,107082.8477868,25.35235156,975221.64648268,71748.85290034,0.07357184,208.45117856,36218.32661025,173.74968498,227.54265265,67069.52946813,294.75585648,20.19661134,15246.58454267,754.90805294,1213984.4914261,234815.66715056,0.19342559,28.85854582,727.63271998,25.21376941
2017-12-01 09:00:00,81.18548075,795202.62538973,9794.88718972,100757.55333708,23399.8794958,0.23223945000000001,85.39377915,109620.44759245,1283.70530832,225.57461389,96191.17515157,426.4273071,1063.92933009,89832.55249686,84.43469876,1849.42852078,46951.1536168,25.38684414,1172723.1421167,86975.37360097,0.0741653,146.86545076,25666.79001035,174.7639753,63.52733276,18859.76535458,296.87639217,23.33554933,17475.38969565,748.87415112,341555.2407125,66412.63600708,0.19444185,36.53372345,933.55732559,25.55330356
2017-12-01 09:30:00,268.28480013,2673878.5125663,9966.56728696,1113381.3782011,262073.68079216,0.23538536000000002,291.24227935,380443.32510477,1306.27780401,833.54974253,359712.88289918,431.54339152,1268.57294446,108926.15994269,85.86511356,10766.91259272,279637.82136355,25.97195983,2749875.1617663,211027.87353191,0.07674089,66.2735952,11742.04495945,177.17531279,183.21104621,55375.7720959,302.25127382,284.04462736,210047.93184109,739.48919151,854987.53029993,170990.08531595,0.19999132,1315.14817331,34469.01388703,26.20922462
2017-12-01 10:00:00,170.79534799,1691509.5218233,9903.72127654,338102.88249624,79073.00195233,0.23387259999999999,212.5467936,279082.25824154,1313.03913606,639.59093609,276706.41438343,432.63029347,1243.89644204,106386.87091494,85.52711248,3574.18749583,92390.72423048,25.84943412,3445667.5949008,265773.88001152,0.07713276000000001,115.32016843,20311.05379489,176.12750719,214.18609388,64553.30726044,301.38888146,62.18740456,46518.20089024,748.03251911,460879.66196174,93015.74792512,0.20182219999999998,112.47827206,2938.59705588,26.1259086
2017-12-01 10:30:00,93.10175748,914459.62822691,9822.15215887,179846.58606704,41747.42398497,0.23212797000000002,76.14991888,98961.1736945,1299.55717812,881.10157515,378062.13106575,429.07894132,682.25682932,57932.37806658,84.91285917,1896.20620491,48519.97405173,25.58792072,1698425.7150457,131421.98800916,0.0773787,27.65362037,4863.45248118,175.87037126,237.37348558,71171.0747444,299.82739887,20.89955296,15565.47177707,744.77534552,460785.68316403,92422.11567914,0.20057505,101.2337753,2613.92295179,25.82066058
2017-12-01 11:00:00,88.74209235000001,876696.69820895,9879.15289118,276329.31392616,64549.01095146,0.23359451,168.87140216,220819.45608512,1307.61901222,181.68681628,78346.18176548,431.21555746,561.29730666,47937.46251083,85.40476133,4093.69573568,106116.93192562,25.9220369,1096230.4715787,85330.411217,0.07783984000000001,22.01821434,3847.45158761,174.73949195,94.25366236,28327.41451652,300.54444365,10.10807792,7483.40174572,740.33874738,391114.47200122,77699.49580036,0.19866177000000002,10.47455692,268.6424218,25.64713943
2017-12-01 11:30:00,54.43368407,540737.15089291,9933.87017857,167964.24117848,39380.31796732,0.23445655,352.080061,472519.86722352,1342.0807355,273.69811057,118423.89505489,432.68071821,882.67347275,75813.69995562,85.89099173,5114.18518639,133128.89235353,26.03130068,1214991.2312092,94715.52292156,0.07795572,245.04061897,43394.46211865,177.09089334,263.92108725,80159.24506857,303.72429086,48.05791371,35828.69765809,745.53169066,409906.70763386,82695.4117495,0.20174203000000002,20.9624407,547.92407529,26.1383721
2017-12-01 12:00:00,348.03768641,3532627.0074319,10150.12783204,942722.15744484,224219.60437769,0.23784272,983.00622,1363039.9848568,1386.60362175,2069.72710476,914008.46249291,441.60820061,3850.01919874,338646.75498772,87.95975747,18906.9724222,507168.44121341,26.82441323,3377926.0416647,263247.21351404,0.07793159999999999,629.91752946,112515.33640324,178.61915431,372.45083684,114913.56183623,308.53350421,305.70346375,230274.60396776,753.26135053,132159.37213008,26952.48496534,0.20393926,313.56242124,8294.75280296,26.4532745
2017-12-01 12:30:00,181.58798728,1847983.5613877,10176.79412095,1430759.2117882,343183.68590549,0.23986124,526.10119217,733990.76611253,1395.15130746,1850.18083699,821381.48784252,443.94659777,2309.61499039,203000.11753796,87.89348804,37281.45746135,1029036.2794571,27.60182539,1471776.2362031,116008.56887711,0.07882215000000001,475.49658438,85765.4049023,180.37018081,402.43389962,125635.86906514,312.1900744,119.77084243,90145.69243707,752.65140169,707577.93421676,145132.89971726,0.20511224,330.83763687,8864.22179421,26.79326898
2017-12-01 13:00:00,346.80714921,3587367.9473913,10343.98499443,960897.68140037,232233.91939185,0.24168433,409.07571642,573437.92081945,1401.78919892,3251.60597212,1457373.4462061,448.20112236,7291.01373239,650988.78165118,89.28645666,47778.23619875,1393201.0400401,29.15974198,5359654.5907448,426655.92325255,0.07960511,1847.25336069,340898.53193288,184.54346284,961.73267206,306636.92652076,318.83800501,133.05354188,100809.63546359,757.66217147,287212.68697713,59347.47330138,0.20663249,871.71798437,23744.24892646,27.23845251
2017-12-01 13:30:00,409.71295296,4315414.3503233,10532.77500539,930189.33149059,226376.70204164,0.24336626,512.69408045,722900.42581472,1410.00345699,2659.54648395,1201974.2051026,451.94705652,7778.06318273,699536.75194407,89.93713929,24270.6132095,699594.44747183,28.82475368,2182513.9186842,176948.89491731,0.08107572,719.8911859,133405.62132723,185.31359174,343.58576135,110246.08992632,320.86920451,92.514066,70264.1184007,759.49659807,485053.19859913,99118.02797143,0.20434465000000002,531.3177884,14635.79799022,27.54622244
2017-12-01 14:00:00,343.749348,3624775.9578077,10544.822787,1494366.8010732,361074.87383098,0.24162399,344.26926604,475854.0397537,1382.21469847,1694.52853615,762791.85118869,450.14990005,3890.20541741,348093.92250385,89.47957373,18490.06714566,520033.72780861,28.12503187,4403037.1178782,359421.37660926,0.08163033,954.99715304,174011.34267772,182.21137322,440.57458496,138772.63757919,314.9810323,104.42760769,79104.39059744,757.50457515,438554.23209448,89091.92879457,0.20314917000000002,518.7690166,14167.63867715,27.31010955
2017-12-01 14:30:00,262.40546486,2748359.3826354,10473.71244383,535231.50709406,129752.67071339,0.24242345,402.4334127,551815.45274276,1371.1969119,901.35084554,403589.65720191,447.76089044,2152.31080809,192580.42390886,89.47612175,11457.98788146,322429.50781985,28.14015088,1699039.903018,140106.72867086,0.08246229000000001,278.86523692,51100.29601343,183.24369354,196.67902117,61803.45264944,314.23510388,213.07170359,161003.7293084,755.63167983,457707.39960641,94213.12676056,0.20583701000000001,887.29577654,24353.1584028,27.44649422
2017-12-01 15:00:00,118.79596709,1248098.2296597,10506.23400973,292917.15321473,70930.64469281,0.24215258,216.07922967,293825.98128331,1359.80668633,625.96035325,279780.81966978,446.96252441,1671.38880792,150437.20029297,90.00730385,4969.24798859,139807.49990922,28.13453871,4363998.4539083,366545.40920132,0.08399301,144.98241684,26627.06896652,183.65722924,224.21888017,70504.1446459,314.44338939,86.55524537,65582.54679228,757.69581048,120982.21378385,25019.70922972,0.20680485,62.16810815,1689.9688024,27.18385443
2017-12-01 15:30:00,126.19937924,1325394.7263567,10502.38705085,342305.2597227,82989.00404098,0.24244149999999998,216.40814656,298612.65598024,1379.85866395,610.55325714,272592.65224809,446.4682631,2645.71498097,242332.80701948,91.59444942,9719.383438,276984.21982447,28.49812661,2222324.4370729,184997.80865444,0.08324518,210.05981226,38955.48147993,185.44947298,204.2924048,64308.55255265,314.78680088,121.01795376,91752.76712472,758.174835,596239.80222737,124920.98422339,0.20951466,393.6717293,10668.0087567,27.09874233
2017-12-01 16:00:00,153.04465057,1609912.4784896,10519.23391306,525412.64719668,127585.02310359,0.24282822,465.67811442,645204.36083,1385.51574757,572.86418018,255897.79035904,446.69888467,2732.15761724,250074.48785088,91.53003702,7278.6624156,206892.60479686,28.4245364,1600628.5235461,133586.44454725,0.08345874,652.60633689,121450.38392608,186.10052808,168.54240082,53241.41581431,315.89330373,52.21092164,39683.59876632,760.06317298,128943.45250412,26882.23826201,0.20848083,25.24734057,673.75464274,26.68616288
2017-12-01 16:30:00,142.95362941,1512506.0819797,10580.39651194,324754.70462024,79367.69496772,0.24439274,334.40710797,467609.23720056,1398.32325945,916.06218457,412397.78901392,450.18536509,2104.56019147,194210.73334366,92.28091176,8794.77797897,255077.36745706,29.00327536,3469331.2025869,287254.36509381,0.08279819000000001,255.4477352,47481.8654,185.87702632,93.99214827,29886.50231902,317.9680736,117.88452386,90560.60403043,768.21452948,415991.44468982,85394.58956833,0.20527967,295.07598717,7957.24758659,26.96677443
2017-12-01 17:00:00,136.47855774,1427279.7358972,10457.90459345,115503.77862999,27984.3400061,0.24228073,246.84525003,342428.79260152,1387.2205058,563.5142132,252357.73861152,447.82852446,1651.74620068,152528.48973791,92.34378119,4010.09804739,113985.90434858,28.42471755,2119398.9761964,171864.46448158,0.08109113,212.03223755,39035.56874327,184.10204596,377.28070509,117793.70832365,312.21768496,60.54087102,46653.21020216,770.60685477,186998.46490476,38405.89894804,0.20538082,11.36426641,302.98932175,26.66158208
2017-12-01 17:30:00,179.79792843,1867537.1818697,10386.86706892,369517.67797468,89837.70485675,0.24312153,668.55495396,946657.02467177,1415.97488593,867.12895046,388194.44317253,447.67787186,3574.44666646,328947.646302,92.02757153,7259.07172076,206956.36741094,28.51003204,1103693.0206057,89362.36508494,0.08096668,312.64820345,57209.57912177,182.98387289,120.94775192,38185.67037292,315.72038146,153.37161675,118658.41849312,773.66608638,178824.70989371,36222.42146235,0.20255825,168.02182369,4426.16611964,26.34280489
2017-12-01 18:00:00,72.36133973,752984.75355314,10405.89845852,447739.80521507,108041.06357763,0.24130323,281.49157323,402498.40499257,1429.87727971,268.65113625,120666.64202149,449.15738569,878.32837568,81666.05275124,92.97895298,1186.64308913,33920.60267142,28.58534548,2996635.606958,241188.00654022,0.08048626,111.82864214,20322.62108872,181.73001746,32.78026751,10338.2054885,315.37892377,7.67493335,5907.67682462,769.73656385,141840.01556299,29392.14957233,0.20722043,590.36996313,15657.52823987,26.52155295
2017-12-01 18:30:00,52.63865418,550238.73750544,10453.13080429,223920.79216366,54718.31918922,0.24436461,173.95465798,243190.71002507,1398.01206158,224.21792887,101073.18567819,450.78101553,1141.24618341,106785.03392764,93.56879828,3726.51292478,107081.29447914,28.73498539,1317967.4122618,108211.84543361,0.08210509,28.29276912,5156.58719157,182.25812997,140.34484719,44240.38945214,315.22631815,249.21621499,193471.98895411,776.32183348,226071.35690572,46845.53093732,0.20721568,138.45047566,3681.04813138,26.5874719
2017-12-01 19:00:00,94.55426892,995235.1275117,10525.54410159,366593.81435058,89738.03364227,0.24478872000000002,284.45836912,396840.09312446,1395.07265809,483.37215767,218080.44031264,451.16467064,2531.00175828,240096.43157012,94.86221445,3365.50954865,96610.8930847,28.70617114,513503.69657746,42631.25481684,0.08302034,86.4311507,15860.35015311,183.50270735,67.96080796,21417.59693265,315.14629645,225.19975554,177285.3035188,787.23577249,264322.11888167,55068.23324976,0.20833759000000002,407.92572518,10913.40768856,26.75341861
2017-12-01 19:30:00,116.65967514,1233781.0926892,10575.90029467,253326.7410911,62272.09996637,0.24581731,137.70511182,191082.62484034,1387.62187049,511.42595436,232513.46339025,454.63759007,4015.32659324,388787.79783669,96.82594648,1061.86207385,30583.33739818,28.80161006,2332217.8735849,195959.11211063,0.08402264,79.29661716,14610.1482312,184.24680338,164.5399657,52373.40593358,318.30203507,111.04370493,87287.72763233,786.06642031,114568.61975106,23851.38621275,0.20818428,197.5207632,5282.50365699,26.74404235
2017-12-01 20:00:00,55.1963492,583659.66757245,10574.24405838,267887.74572969,65846.2783597,0.24579802,121.92848791,170292.22244139,1396.65655959,1277.54923228,589447.69437825,461.38941614,3063.68523934,298143.01374598,97.3151582,7024.55435104,204828.30432293,29.15890376,640832.86084696,53581.604161,0.08361244,85.37361385,15709.17697801,184.00506045,655.36924861,212255.18913187,323.87114528,31.68279642,24779.87929116,782.12412069,123601.51466438,25700.92607501,0.20793374,2741.88139013,72169.76279918,26.32125629
2017-12-01 20:30:00,193.82306891,2073769.0934189,10699.28933166,224405.48053921,55612.26708313,0.24782044,214.09072287,303150.86424364,1415.99252961,979.13191671,452013.4321319,461.64712273,3644.13887756,354008.04634917,97.14449922,8075.39324938,237785.66924517,29.4457077,1342766.6320102,112561.32736229,0.08382791,391.16846464,72650.60316545,185.72714759,481.53582012,158852.03203377,329.88622112,94.88035606,73870.15281422,778.56108347,668553.95995651,143337.7990277,0.21439974,428.95784755,11585.69275709,27.00893065
2017-12-01 21:00:00,95.29451241,1016557.3326238,10667.53275624,384952.62361574,94365.78621053,0.2451361,150.18624104,211881.4045329,1410.79104893,566.27007165,260496.27924259,460.02127303,2124.21424147,207017.02327913,97.45581177,4070.66198335,119604.98125631,29.38219428,619821.08660654,51557.57386217,0.08318138,95.80238968,17787.16609054,185.66516085,368.46738158,119776.83751963,325.06768171,34.90437812,27245.5809083,780.57774914,307342.66109056,66293.91701091,0.21570034000000002,147.09892725,3975.69651891,27.02736582
2017-12-01 21:30:00,155.57856252,1676068.5007564,10773.13270934,702074.26093906,174215.41915532,0.24814386,206.06098145,292779.211154,1420.83770102,873.34140233,402341.90972351,460.69258671,1671.75360004,164084.98929475,98.15141973,4334.03547028,127750.9028658,29.4762015,5162444.2513794,452909.12319706,0.08773152000000001,140.46836764,26244.6436561,186.83668143,103.06903467,33794.0397371,327.87771657,34.21255016,26758.77123744,782.13319709,281994.809145,60491.02613866,0.21451113,495.72303182,13282.97496427,26.79515397
2017-12-01 22:00:00,98.65000321,1064221.1258108,10787.84684421,601572.81580029,149430.28942063,0.24839933,92.88590988,131845.88948503,1419.43906944,770.37916114,354286.08867404,459.88534807,1958.78760536,192813.24395398,98.43499286,4351.01598974,129171.73675924,29.68771823,3051097.1882219,271401.62958226,0.08895214,1076.11881107,199822.77164957,185.68839201,351.45232222,116341.63770217,331.03106836,68.67147172,53785.43283806,783.22819492,100495.53683375,21652.06601583,0.21545301,37.14800493,1006.08968459,27.08327638
2017-12-01 22:30:00,136.2113456,1453494.7820834,10670.87896152,648145.79956447,159854.15946686,0.24663302,260.95833979,367625.72213114,1408.75253278,1226.50170552,556815.25379761,453.98653038,2608.77868161,251320.70309418,96.33653665,5766.39099954,170271.7942027,29.52831228,1318550.9750601,116384.6620937,0.08826709,194.76879788,36190.9260274,185.81480412,228.03209586,75148.3383049,329.55158361,58.51683431,45257.18248391,773.4044915,120162.00994545,25915.86450792,0.21567435000000001,2136.09561722,55475.80091388,25.97065434
2017-12-01 23:00:00,183.75822677,1932158.6220596,10514.67820528,651511.01665394,158599.48095207,0.2434333,171.91772406,239752.12072873,1394.57477138,876.11565904,392391.31786318,447.87616088,3405.06495343,321886.17443384,94.53158128,4953.69695682,143704.01602513,29.00944835,1843912.6580636,160795.62888396,0.08720349000000001,520.84095775,95242.47593525,182.86287688,463.76342374,150256.39402312,323.99362763,62.0396805,47592.66202607,767.13261,253285.61694655,54639.40765151,0.21572249999999998,1128.57164991,29220.46483526,25.89154604
2017-12-01 23:30:00,113.58563145,1200763.4147527,10571.43759667,325399.60258466,79010.02034723,0.2428092,73.04598147,102095.31068379,1397.68552121,772.33492327,346956.50531999,449.23063151,1776.38107902,169063.47063724,95.17297421,8560.43352186,246136.68475588,28.75282941,911949.17217018,79547.93540453,0.08722847,96.52465704,17747.92206471,183.86930975,125.31204169,40407.50528959,322.45508687,34.83433699,26694.66716447,766.33200086,714565.38816771,156808.48217674,0.21944595,1182.40204178,30410.06435156,25.71888687
2017-12-02 00:00:00,175.5670272,1881837.6054825,10718.6277258,574480.64650506,140710.13817156,0.24493451,195.44840487,274126.77154208,1402.55312763,920.02500597,418502.07382925,454.88119465,1446.72020806,140349.7704887,97.01237993,3322.9847927,97335.54557736,29.29160127,7738718.3643253,710826.02351537,0.09185319,42.64515883,7938.01017827,186.14094532,161.28720627,52909.77368701,328.04693509,36.25758744,28110.9532225,775.31229205,554347.89137068,127326.97573681,0.22968785,458.56813783,11969.51729795,26.10193842
2017-12-02 00:30:00,420.95007964,4578794.7248509,10877.28675278,438075.54966643,108669.97026951,0.24806216,306.33230491,435425.40978506,1421.41525005,1662.04233837,765826.75114645,460.77451426,1828.0532666,179685.13363138,98.29316077,4780.30140961,140750.18164802,29.44378807,7323161.6505016,691847.66616495,0.0944739,580.92166778,109138.38747105,187.87109093,463.52102462,154868.7490624,334.11375285,123.81175748,96573.7191815,780.00442887,644030.79376619,150864.35417036,0.23425021000000001,1622.28569816,42946.02588279,26.47254175
2017-12-02 01:00:00,196.83099652,2155483.0267168,10950.93285522,371060.57684932,91932.58433618,0.24775626,1099.37090398,1575019.0687951,1432.65486024,1527.26736303,707513.87986847,463.25476271,2949.58269379,292524.6857793,99.17493969,5339.53018095,158636.40497039,29.70980584,2704419.7928774,257628.43549331,0.09526199,314.09435637,59891.32375194,190.67940106,492.57166358,166078.51489098,337.16619767,170.4275353,132834.34060222,779.41830449,530682.08113211,128058.39777388,0.24130906,528.27468264,13986.78888055,26.4763566
2017-12-02 01:30:00,366.67977851,4048433.8281033,11040.78835368,1328723.2957474,330348.62774303,0.24862108,1276.50408838,1850680.9644106,1449.80418101,1938.40471604,905282.32771142,467.02441457,3314.44703723,330150.96858939,99.60966788,24437.02609006,741148.25911744,30.32890566,3084082.0212233,291914.98131909,0.09465214,275.12144109,53132.21920647,193.12278605,72.67952663,24608.80891984,338.59341221,62.58544788,49023.11523309,783.29894398,1088503.8725202,258658.10478026,0.23762717,992.21675137,26452.68835348,26.66019125
2017-12-02 02:00:00,193.06258212,2119676.0959201,10979.21758138,518259.34442649,128272.18939061,0.24750579,179.85663131,259673.07443685,1443.7781501,1437.48405169,667051.81968398,464.04119676,2706.61599612,266565.60596515,98.48667352,7117.14008713,215671.90046886,30.30316922,3166816.9069088,299148.20062732,0.09446337,114.22734358,21705.24712145,190.01796278,151.75551127,51010.04600015,336.1330707,42.01834423,32620.41159015,776.33738758,1108000.6039427,255397.99563215,0.23050348,502.37477521,13385.32359338,26.64409969
2017-12-02 02:30:00,170.23583232,1874106.2366434,11008.88227291,445607.36584804,110007.10664762,0.24687003000000002,96.12061556,139132.72271587,1447.48056288,714.98196746,332671.72743561,465.28687795,1596.88114314,158883.82377539,99.49633662,4658.94704387,142181.23006624,30.51788928,2721550.1181629,255838.08455036,0.09400454,99.91695603,19060.99695524,190.76839119,107.49701952,36008.81598153,334.97501737,163.41981531,125905.89540785,770.44448477,746752.9142657,177766.82943837,0.23805307,1218.38970455,32146.46802979,26.38438909
2017-12-02 03:00:00,135.11219132,1480310.9719061,10956.16137555,290583.3817205,71544.31772817,0.24620925000000002,111.06493869,160399.08005404,1444.19185699,859.89668378,397033.96785866,461.72287362,2531.65384763,251089.44958587,99.18000828,4911.25201452,148412.53882436,30.21888072,2135920.4725035,198779.75781408,0.09306514,149.39008171,28215.24831406,188.86962234,51.91373022,17364.45430609,334.48673852,56.44841897,43179.06734071,764.92961412,545898.66734889,132274.73867014,0.24230639,763.28900424,20098.16327946,26.33100066
2017-12-02 03:30:00,89.97822912,984307.94930137,10939.4012188,101141.48555676,24910.22288909,0.24629085,81.5362376,117310.70846229,1438.7554775,863.90003982,398102.13998633,460.81968009,1934.80372274,192224.47652685,99.35089242,4409.11308176,132989.87915749,30.16250132,2434850.6357161,230939.27152293,0.0948474,52.88688563,9950.1662744,188.14052209,98.09347356,32697.89806986,333.33408312,31.3449582,24037.22703537,766.86103334,864957.26409812,212721.16817315,0.24593257000000002,145.14613911,3834.88761482,26.42087235
2017-12-02 04:00:00,365.00375185,3919144.4658567,10737.27172938,442195.75142434,108647.65534663,0.24570036,249.36925805,351481.55261804,1409.4822889,2141.12967856,974671.76492661,455.21379423,2856.06771044,280541.56760263,98.22651142,17625.2302063,516134.43799203,29.28384094,1844904.9774405,172900.71317267,0.09371795000000001,158.26894623,29393.90895016,185.72126529,94.77835383,31209.70532742,329.29148973,163.42643822,123748.88996418,757.21463009,457377.11714641,109591.03579684,0.23960759999999998,1825.4096341,47715.918915,26.13984172
